사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-01,3호선,0309,지축,4,0,577,314,"2,798","1,425","8,007","2,267","9,151","2,169","5,258","1,430","3,750","1,465","3,257","1,780","3,368","2,046","3,350","2,252","2,798","2,650","3,063","3,254","3,445","4,177","3,713","4,455","2,675","7,907","1,239","6,822",836,"4,768",603,"4,070",382,"3,739",209,"2,201",55,534,1,1,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0310,구파발,131,10,"9,087","1,463","27,759","8,712","85,719","18,856","86,085","26,281","45,782","26,082","32,508","26,349","31,047","24,474","32,912","26,972","32,853","29,159","31,492","31,141","33,410","31,114","36,009","36,760","39,416","42,176","37,232","68,148","23,444","66,194","18,885","38,316","16,642","34,797","14,117","31,426","4,775","23,393",779,"8,131",7,286,0,3,0,0,2020-02-03 12:20:06
2020-01,3호선,0311,연신내,277,24,"24,985","2,154","47,069","11,980","132,452","18,341","166,905","35,518","96,064","40,858","67,442","38,064","62,083","39,506","69,431","46,058","67,706","52,322","61,543","55,824","60,252","64,726","64,051","75,960","63,317","92,099","58,244","141,335","41,311","138,548","33,332","80,884","31,726","74,505","28,504","69,072","15,101","46,876","2,705","15,557",21,142,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0312,불광,35,1,"8,656",978,"17,296","5,797","49,435","8,935","62,901","30,909","35,783","30,289","26,832","26,955","26,789","25,619","27,336","28,059","29,493","33,162","28,860","33,514","30,232","33,910","31,946","37,646","32,809","42,582","34,845","61,197","20,039","51,840","15,809","31,443","14,168","27,801","10,420","25,260","4,554","17,240",759,"5,561",2,35,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0313,녹번,13,2,"7,947","1,135","19,100","9,722","54,883","7,058","66,768","17,982","38,292","10,449","24,749","9,241","22,131","9,229","21,317","11,151","20,483","13,268","18,187","14,099","17,225","17,032","18,961","21,887","20,578","27,336","20,557","45,446","9,980","43,574","6,982","26,905","6,159","25,314","4,572","23,257","2,051","15,132",283,"4,486",5,14,0,2,0,0,2020-02-03 12:20:06
2020-01,3호선,0314,홍제,58,2,"7,893","1,389","19,472","7,774","57,109","10,384","73,255","23,589","46,043","18,136","32,965","17,047","31,338","17,246","32,589","20,490","31,783","23,982","29,058","24,760","28,510","30,170","29,114","34,592","31,022","41,539","30,073","61,303","16,550","54,740","12,046","33,664","10,224","31,108","7,738","28,289","3,523","18,292",547,"5,208",4,33,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0315,무악재,24,0,"1,746",236,"4,383","1,565","14,357","2,703","17,496","5,043","10,937","3,529","7,978","3,604","6,876","3,589","6,784","4,059","6,432","4,820","5,506","5,312","5,157","6,529","5,497","7,686","5,923","9,460","6,828","14,182","3,300","13,605","2,393","8,772","2,001","8,068","1,356","8,051",604,"5,427",130,"1,520",3,12,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0316,독립문,111,2,"4,574",692,"5,971","4,249","15,266","8,777","20,585","19,326","15,510","15,155","13,022","14,647","12,836","11,965","15,907","12,123","15,402","13,902","15,430","12,900","15,882","13,092","15,515","13,447","16,248","15,050","16,709","19,073","8,234","15,952","6,159","10,416","4,881","9,279","3,658","9,168","1,248","6,274",203,"2,589",3,886,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0317,경복궁(정부서울청사),98,1,"2,694","1,474","5,681","12,136","13,708","33,977","20,754","116,915","21,891","62,188","18,734","50,719","23,881","49,721","29,781","47,171","38,547","49,734","44,423","42,716","53,405","36,059","63,764","30,459","74,714","29,761","106,948","35,838","42,669","25,989","33,170","14,367","38,742","12,179","23,953","11,890","9,791","7,426","1,587","2,287",3,65,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0318,안국,40,2,"1,726","2,109","3,221","18,483","5,757","82,014","8,855","113,771","9,575","69,746","12,311","53,406","19,810","58,196","29,009","53,392","34,959","50,800","43,799","48,114","53,817","38,597","63,978","32,229","109,346","27,963","123,783","25,873","53,159","14,652","41,401","8,177","37,631","6,578","22,708","6,779","7,665","3,793",999,"1,174",6,9,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0319,종로3가,15,2,833,749,"1,379","4,875","1,922","13,420","2,966","50,311","4,614","50,234","7,131","34,394","10,325","29,112","12,087","30,514","13,795","28,375","17,333","29,147","22,681","26,338","24,555","21,548","32,343","20,682","55,460","21,447","39,418","13,150","20,960","6,356","21,437","4,787","16,895","3,957","7,527","2,813",952,951,11,22,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0320,을지로3가,7,0,501,879,"1,151","7,840","2,022","30,430","3,579","80,850","6,290","39,223","9,028","19,680","11,141","16,550","11,369","15,524","13,963","16,441","15,940","15,060","18,103","13,859","20,744","14,505","35,745","15,504","69,979","17,936","32,105","10,777","21,087","5,008","19,845","3,829","15,712","2,905","8,363","2,119","1,448",519,7,9,0,1,0,0,2020-02-03 12:20:06
2020-01,3호선,0321,충무로,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,0,1,0,2,0,1,0,3,0,2,0,3,0,7,0,2,0,3,0,3,0,2,0,3,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0322,동대입구,9,4,"1,412","1,101","2,384","7,681","4,760","19,222","8,457","57,030","6,800","31,870","6,873","25,328","8,877","22,889","11,256","18,843","14,826","20,500","15,471","17,439","18,389","14,063","21,703","13,424","37,664","15,961","44,942","17,369","23,276","10,292","24,262","5,983","16,193","5,416","12,827","4,644","4,255","3,304",477,"1,323",2,110,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0323,약수,88,1,"5,448","1,039","9,533","5,220","22,711","9,966","41,408","33,857","28,783","23,674","20,026","17,153","20,256","16,036","22,204","16,372","23,836","18,053","22,096","19,294","21,991","20,605","23,257","23,168","26,521","29,156","35,352","43,058","20,997","31,902","16,573","20,539","15,846","19,277","12,819","17,596","6,416","11,477","1,163","4,406",9,773,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0324,금호,37,9,"4,252",565,"9,110","2,671","24,734","4,339","38,348","8,424","25,257","7,273","16,184","6,559","14,524","7,204","13,928","8,944","13,831","10,630","11,980","11,332","12,131","13,641","12,040","16,071","13,117","20,626","12,893","30,275","8,599","24,423","6,527","16,918","5,321","15,069","4,046","14,239","2,011","8,726",377,"2,748",2,25,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0325,옥수,158,12,"2,893","1,077","8,316","3,920","22,711","6,333","34,948","15,416","23,070","11,650","15,909","8,809","15,740","10,294","15,497","11,773","16,211","13,493","15,281","14,100","15,267","16,414","15,570","19,026","18,060","23,461","18,966","35,034","11,763","27,933","8,914","19,022","8,185","17,318","5,723","16,971","2,661","9,785",486,"2,679",3,20,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0326,압구정,45,1,"3,165","1,989","8,577","20,730","15,314","43,485","27,420","150,257","20,730","163,194","26,188","81,825","35,360","72,855","41,639","58,937","47,597","65,472","58,081","59,404","66,634","56,541","74,496","53,783","91,914","60,870","147,349","69,848","106,922","44,384","82,382","19,750","62,176","15,415","48,757","12,693","18,366","7,739","2,199","2,988",11,360,0,6,0,0,2020-02-03 12:20:06
2020-01,3호선,0327,신사,87,11,"4,732","1,526","6,752","19,003","11,504","42,799","19,681","115,131","17,898","136,145","19,682","73,163","26,650","56,279","33,158","59,537","40,903","65,648","48,827","63,730","58,331","59,388","68,234","58,937","91,951","65,572","145,239","85,687","106,968","54,600","73,613","23,936","78,715","17,328","68,417","13,340","30,815","9,884","4,120","3,737",14,29,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0328,잠원,2,0,"1,361",726,"5,729","4,042","14,770","6,470","24,182","9,573","15,715","8,199","10,096","5,876","10,364","6,161","10,795","7,287","10,493","8,838","9,438","8,537","9,605","9,328","10,393","10,470","12,228","13,154","12,957","19,230","7,381","15,502","4,780","10,030","4,320","10,015","3,288","11,580","1,153","6,211",175,"1,827",0,14,1,1,0,0,2020-02-03 12:20:06
2020-01,3호선,0329,고속터미널,192,0,"6,678","4,380","7,573","35,259","25,475","52,507","46,556","89,553","54,462","108,364","62,012","101,780","78,751","124,749","95,469","119,401","107,407","123,063","118,867","127,957","134,363","134,457","148,004","133,956","168,954","137,859","161,364","150,453","142,058","101,436","157,270","60,037","107,757","45,599","71,187","35,399","25,944","19,195","3,037","3,563",70,36,1,1,0,0,2020-02-03 12:20:06
2020-01,3호선,0330,교대(법원.검찰청),22,1,"1,121",569,"3,002","5,162","7,590","17,173","12,290","47,330","10,233","36,843","11,518","17,778","15,068","13,201","16,948","12,873","21,457","13,230","25,442","12,564","27,028","10,999","29,228","11,182","40,517","14,247","67,533","20,303","31,051","12,386","25,155","5,983","27,656","4,417","27,910","4,105","10,618","2,692","1,632",869,7,14,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0331,남부터미널(예술의전당),55,3,"2,917","1,156","7,925","25,186","26,349","53,952","45,388","157,228","40,989","86,657","41,755","55,733","47,887","47,146","50,815","49,526","52,517","58,370","53,537","59,950","59,178","57,385","65,087","61,031","99,148","65,660","151,152","74,826","74,657","53,458","53,068","30,299","49,209","24,677","38,764","20,091","19,558","11,086","1,864","2,972",1,31,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0332,양재(서초구청),85,1,"5,122","2,562","12,907","36,298","32,275","94,318","47,106","249,266","34,859","134,846","32,490","63,343","37,237","56,797","43,072","49,906","52,687","56,707","55,572","49,870","64,101","48,930","74,116","49,353","115,403","64,924","207,815","85,817","103,481","61,056","69,983","34,760","69,852","30,420","52,311","26,917","19,843","16,037","2,142","4,740",11,59,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0333,매봉,5,0,"1,495",429,"6,009","8,759","13,541","18,342","19,405","68,807","13,907","35,089","11,378","14,198","12,816","13,670","12,909","12,607","14,381","12,837","16,651","12,086","18,227","12,229","20,251","12,750","30,442","16,381","61,780","21,814","24,102","16,425","15,592","9,375","16,369","8,578","10,686","8,409","4,142","5,709",505,"1,536",6,78,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0334,도곡,39,0,989,296,"3,456","3,216","8,031","10,408","12,015","21,515","8,055","19,435","6,153","8,811","7,339","8,301","7,964","8,042","8,776","8,217","8,793","7,031","9,922","7,255","11,399","7,138","17,002","9,147","20,147","11,477","10,635","9,677","6,649","5,797","6,494","5,322","4,425","5,212","1,513","3,228",222,"1,737",3,386,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0335,대치,11,0,"2,522",827,"11,025","7,479","23,160","18,066","27,089","28,956","16,514","25,047","13,431","16,283","14,406","14,926","18,040","20,258","20,721","23,436","18,499","19,244","20,163","20,631","22,223","21,799","34,637","29,165","33,042","29,936","19,677","23,475","14,524","14,232","16,518","14,119","36,167","13,722","4,388","8,111",484,"2,634",3,28,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0336,학여울,1,0,444,167,"1,460","1,505","3,347","2,995","4,696","7,725","3,194","5,809","2,366","3,665","2,683","2,842","3,159","3,236","3,689","3,733","3,498","3,586","4,312","3,471","5,030","3,019","6,231","3,342","7,653","4,423","3,293","3,719","2,183","2,372","1,653","2,203","1,314","2,108",337,"1,383",38,429,0,12,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0337,대청,19,2,"3,432","1,146","9,477","6,517","24,772","9,728","32,918","26,434","19,101","11,477","15,149","7,881","14,667","8,356","14,948","9,674","15,554","10,960","14,311","11,836","15,890","13,569","17,516","14,328","22,280","18,855","29,075","26,747","12,067","24,402","9,579","16,199","8,004","14,609","5,501","15,737","2,241","9,672",306,"3,156",1,26,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0338,일원,0,0,"1,860","1,453","7,580","8,192","20,281","23,206","23,021","21,625","16,782","19,542","16,703","18,577","18,372","14,551","19,047","15,988","17,952","17,629","18,547","16,213","21,208","14,833","23,264","13,490","31,496","16,088","18,090","21,128","10,461","18,344","7,945","11,428","5,382","11,135","3,631","11,511","1,446","6,138",184,"1,838",1,25,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0339,수서,179,4,"4,529","2,107","11,654","13,450","33,443","26,078","45,311","52,268","32,182","34,174","32,843","22,766","27,210","19,802","32,954","25,314","32,457","24,549","24,625","25,412","32,340","29,223","35,992","32,226","40,414","38,746","54,958","53,056","26,313","41,896","25,302","29,329","17,762","23,553","17,771","23,955","8,338","10,767",917,"4,443",85,348,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0340,가락시장,13,0,"2,469",577,"6,372","5,035","18,981","8,971","24,531","31,365","17,511","16,457","15,052","11,689","15,582","12,743","16,293","13,987","16,582","15,194","16,776","15,377","17,660","17,122","18,321","17,320","20,852","21,121","32,589","27,882","14,469","21,528","11,402","13,348","10,228","11,418","8,259","11,420","3,578","7,405",517,"2,441",7,107,0,1,0,0,2020-02-03 12:20:06
2020-01,3호선,0341,경찰병원,6,1,"2,359",209,"6,803","2,960","21,327","7,033","27,528","29,497","16,995","15,747","12,727","10,653","12,400","7,892","11,172","9,719","11,890","11,596","12,168","11,023","12,307","10,687","12,922","11,297","16,446","14,883","21,898","21,692","8,421","19,265","6,682","11,999","6,315","10,371","4,146","10,200","1,573","6,879",218,"1,804",0,22,0,0,0,0,2020-02-03 12:20:06
2020-01,3호선,0342,오금,16,0,"3,196",21,"6,453","1,802","23,856","4,924","32,609","14,024","16,819","6,311","10,284","5,448","9,154","5,012","9,374","5,795","9,690","6,345","7,819","6,903","7,756","8,205","8,164","9,631","10,912","12,524","14,059","21,006","6,001","16,945","4,261","11,712","3,907","10,375","3,699","11,285","1,121","7,123",174,"2,326",1,28,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0409,당고개,81,0,"7,890",19,"16,134","6,934","48,450","7,299","51,316","12,725","32,265","12,419","24,477","12,124","21,653","11,741","22,615","13,520","22,337","15,101","20,117","15,754","19,043","19,078","19,186","23,026","20,048","27,525","18,416","37,944","12,183","37,786","8,264","26,056","6,662","23,790","4,936","22,650","2,256","16,980",433,"5,920",8,586,0,4,0,0,2020-02-03 12:20:06
2020-01,4호선,0410,상계,77,4,"12,095",196,"32,348","6,935","90,212","9,387","82,199","19,682","46,601","17,761","33,323","15,813","31,149","16,774","32,729","20,312","31,863","22,661","27,421","24,091","25,790","27,473","25,810","33,983","27,456","41,642","26,968","62,750","17,240","63,993","12,523","39,851","11,573","35,900","12,370","34,146","4,490","26,213",753,"7,978",9,888,0,3,0,0,2020-02-03 12:20:06
2020-01,4호선,0411,노원,83,1,"12,249",599,"24,011","8,236","54,008","11,369","59,001","30,570","35,607","36,667","29,781","26,847","29,600","26,586","32,487","32,345","33,847","36,101","33,342","37,898","34,260","40,626","37,040","46,829","39,066","59,084","40,770","88,839","30,504","81,439","31,495","47,285","29,577","40,626","30,763","36,084","16,252","27,678","3,103","9,414",21,410,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0412,창동,"1,279",55,"16,264","2,338","34,793","12,524","94,913","16,460","84,783","39,628","56,633","36,783","45,151","32,860","43,967","32,035","48,069","38,889","47,816","44,024","44,688","48,041","46,266","53,588","49,358","58,485","50,971","67,111","53,935","95,026","30,000","95,912","23,755","58,057","22,475","50,912","19,171","47,096","9,295","34,137","1,513","13,075",8,102,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0413,쌍문,89,4,"21,203","1,185","49,154","9,770","124,983","13,436","138,003","28,836","84,970","24,570","58,943","21,725","51,542","23,616","52,125","28,355","49,059","32,668","42,282","35,568","40,682","43,864","41,863","52,430","43,818","67,913","41,967","101,716","27,942","109,422","19,768","66,760","17,175","58,473","12,608","58,531","6,397","38,870","1,017","13,481",11,117,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0414,수유(강북구청),104,5,"18,744","3,752","41,219","11,992","111,160","20,764","134,529","55,283","85,250","41,876","60,263","33,364","55,980","35,216","59,967","39,549","58,855","46,437","54,650","50,351","53,858","58,346","56,254","69,106","61,025","83,259","71,312","125,945","43,538","125,352","34,151","77,980","30,745","69,333","25,225","65,058","14,990","44,217","2,728","11,828",28,90,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0415,미아(서울사이버대학),35,5,"9,272","1,651","19,124","4,926","48,799","11,184","58,771","29,815","36,871","19,411","26,828","16,676","25,110","16,927","27,463","18,414","27,506","20,920","24,772","21,708","23,732","25,444","24,046","29,592","27,240","34,495","29,483","46,559","18,832","44,782","13,081","27,104","12,434","24,997","7,997","23,226","3,303","15,643",609,"4,102",3,44,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0416,미아사거리,33,8,"13,514","2,212","34,069","7,867","92,891","14,112","110,239","32,489","67,039","35,857","46,887","30,397","44,159","32,412","47,617","37,095","48,450","39,336","45,242","44,003","47,488","51,301","48,683","58,713","49,460","71,447","52,055","105,804","39,187","97,170","36,836","56,726","23,845","50,989","18,948","48,628","10,443","29,659","1,617","7,485",22,54,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0417,길음,14,0,"8,875","1,766","26,891","8,003","80,938","11,615","92,256","27,086","50,389","23,400","35,229","20,080","31,295","20,998","33,964","23,921","33,075","28,857","30,249","28,406","30,569","31,676","33,260","36,019","36,458","46,042","35,188","71,244","23,237","65,767","16,238","40,082","12,235","38,279","10,881","38,517","4,809","26,464",763,"6,220",11,74,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0418,성신여대입구(돈암),51,6,"5,444","1,625","16,902","6,002","47,143","13,906","60,331","33,779","39,767","30,523","30,463","24,170","30,494","24,442","34,780","29,488","36,142","32,948","35,023","34,289","37,439","37,003","40,488","40,600","47,084","50,873","50,534","71,274","34,182","62,303","30,137","38,390","32,054","34,078","29,685","33,233","14,888","23,311","2,274","6,355",32,47,0,0,0,0,2020-02-03 12:20:06
2020-01,4호선,0419,한성대입구(삼선교),37,3,"6,771","1,134","11,997","6,298","30,629","12,206","41,314","25,944","28,661","24,904","21,560","17,710","22,060","17,116","23,996","19,869","24,950","20,298","23,426","20,073","24,547","22,132","26,300","24,083","30,642","29,751","33,237","38,811","18,446","34,054","14,371","21,551","13,483","19,740","11,012","20,667","5,399","13,528",889,"8,684",7,867,0,39,0,0,2020-02-03 12:20:06
2020-01,4호선,0420,혜화,13,0,"3,827","2,210","7,226","18,668","17,427","40,339","22,622","120,533","25,939","88,656","32,364","69,699","39,331","69,077","43,271","85,346","49,147","107,874","58,853","91,741","78,903","74,525","97,873","76,087","118,549","80,503","136,620","94,550","84,330","72,312","80,771","26,249","102,041","22,214","105,921","20,895","39,497","13,970","5,379","5,065",32,137,0,0,0,0,2020-02-03 12:20:06
