국적,관광,상용,공용,유학/연수,기타,계,기준년월,대륙,관광객 비율(%),전체비율(%)
국적미상,21,0,0,0,0,21,2010-12,기타대륙,100.0,0.0
교포,0,0,0,0,26914,26914,2010-12,교포,0.0,0.0
일본,189601,1697,115,557,4331,196301,2011-01,아시아,96.6,47.4
대만,24653,25,0,51,662,25391,2011-01,아시아,97.1,6.2
홍콩,14083,36,0,21,785,14925,2011-01,아시아,94.4,3.5
마카오,508,0,0,0,0,508,2011-01,아시아,100.0,0.1
태국,17506,53,19,58,5732,23368,2011-01,아시아,74.9,4.4
말레이시아,6559,69,3,48,1707,8386,2011-01,아시아,78.2,1.6
필리핀,4541,227,90,103,18934,23895,2011-01,아시아,19.0,1.1
인도네시아,2217,316,9,66,2889,5497,2011-01,아시아,40.3,0.6
싱가포르,4448,107,4,27,1250,5836,2011-01,아시아,76.2,1.1
미얀마,774,45,24,12,4136,4991,2011-01,아시아,15.5,0.2
베트남,1198,240,2,105,3061,4606,2011-01,아시아,26.0,0.3
인도,1215,1745,6,79,2823,5868,2011-01,아시아,20.7,0.3
스리랑카,71,47,0,6,736,860,2011-01,아시아,8.3,0.0
파키스탄,91,256,2,27,337,713,2011-01,아시아,12.8,0.0
방글라데시,60,115,9,42,285,511,2011-01,아시아,11.7,0.0
캄보디아,149,26,3,19,148,345,2011-01,아시아,43.2,0.0
몽골,2723,211,10,182,433,3559,2011-01,아시아,76.5,0.7
중국,55070,8251,63,2432,48111,113927,2011-01,아시아,48.3,13.8
이란,42,431,1,13,81,568,2011-01,아시아,7.4,0.0
이스라엘,757,15,0,6,63,841,2011-01,아시아,90.0,0.2
터키,488,20,0,11,536,1055,2011-01,아시아,46.3,0.1
우즈베키스탄,291,480,0,43,1193,2007,2011-01,아시아,14.5,0.1
카자흐스탄,254,102,5,36,209,606,2011-01,아시아,41.9,0.1
GCC,377,87,4,52,77,597,2011-01,아시아,63.1,0.1
아시아 기타,424,476,20,55,349,1324,2011-01,아시아,32.0,0.1
미국,27866,1042,1460,173,13611,44152,2011-01,아메리카,63.1,7.0
캐나다,4694,108,4,33,3458,8297,2011-01,아메리카,56.6,1.2
